hour,day_of_week,is_weekend,access_frequency_24h,time_since_last_access_min,location_match,role_level,is_restricted_area,is_first_access_today,sequential_zone_violation,access_attempt_count,time_of_week,hour_deviation_from_norm,geographic_impossibility,distance_between_scans_km,velocity_km_per_min,zone_clearance_mismatch,department_zone_mismatch,concurrent_session_detected,label
1,4,0,18,2,0,1,1,0,1,3,97,6.667,0,0.224,0.112,0,1,0,1
9,1,0,5,66,1,1,0,1,0,0,33,0.667,0,0.0,0.0,0,0,0,0
10,3,0,4,154,1,2,0,1,0,0,82,1.333,0,0.0,0.0,0,0,0,0
1,1,0,10,11,0,1,1,0,1,3,25,10.667,0,0.556,0.051,0,0,0,1
8,3,0,2,87,1,2,0,1,0,0,80,0.0,0,0.0,0.0,0,0,0,0
9,1,0,2,58,1,2,0,0,0,0,33,0.667,0,0.0,0.0,0,0,0,0
9,4,0,4,126,1,1,0,0,0,0,105,1.333,0,0.0,0.0,1,0,0,0
10,3,0,1,223,1,2,0,1,0,0,82,0.667,0,0.0,0.0,0,0,0,0
12,0,0,1,136,1,1,0,1,0,0,12,2.0,0,0.0,0.0,0,0,0,0
16,2,0,29,1,0,1,1,0,1,6,64,5.333,1,41.675,41.675,1,1,1,1
8,0,0,3,225,1,2,0,1,0,0,8,0.0,0,0.0,0.0,0,0,0,0
7,4,0,3,247,1,1,0,1,0,0,103,1.333,0,0.0,0.0,0,0,0,0
0,2,0,9,13,0,1,1,0,1,2,48,5.333,0,2.565,0.197,1,0,0,1
10,1,0,1,132,1,1,0,0,0,0,34,0.667,0,0.0,0.0,0,0,0,0
10,4,0,3,152,1,1,0,0,0,0,106,1.333,0,0.0,0.0,0,0,0,0
13,6,1,2,10,1,3,0,1,0,0,157,0.0,0,0.0,0.0,0,0,0,0
9,4,0,2,91,1,1,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
9,4,0,4,140,1,1,0,1,0,0,105,0.0,0,0.0,0.0,0,0,0,0
10,2,0,3,157,1,1,0,0,0,0,58,2.0,0,0.0,0.0,0,0,0,0
10,3,0,3,146,1,1,0,0,0,0,82,0.667,0,0.0,0.0,0,0,0,0
2,6,1,17,11,0,1,1,0,1,3,146,6.0,0,0.144,0.013,1,1,0,1
6,1,0,3,176,1,1,0,1,0,0,30,1.333,0,0.0,0.0,0,0,0,0
10,0,0,3,248,1,1,0,0,0,0,10,0.0,0,0.0,0.0,1,0,0,0
9,3,0,3,146,1,1,0,0,0,0,81,1.333,0,0.0,0.0,1,0,0,0
13,3,0,2,201,1,1,0,1,0,0,85,2.667,0,0.0,0.0,0,0,0,0
8,2,0,3,268,1,1,0,0,1,0,56,0.667,0,0.0,0.0,1,0,0,0
10,2,0,2,215,1,2,0,0,0,0,58,0.667,0,0.0,0.0,0,0,0,0
11,5,1,1,222,1,3,0,0,0,0,131,0.667,0,0.0,0.0,0,0,0,0
7,2,0,3,138,1,2,0,0,1,0,55,0.667,0,0.0,0.0,0,0,0,0
12,0,0,2,117,1,1,0,0,1,0,12,0.667,0,0.0,0.0,0,0,0,0
9,3,0,2,122,1,1,0,0,0,0,81,0.667,0,0.0,0.0,0,0,0,0
10,0,0,2,194,1,2,0,0,0,0,10,1.333,0,0.0,0.0,0,0,0,0
10,4,0,3,124,1,1,0,0,0,0,106,0.0,0,0.0,0.0,0,0,0,0
10,1,0,3,162,1,1,0,1,0,0,34,0.667,0,0.0,0.0,0,0,0,0
9,2,0,3,222,1,1,0,0,0,0,57,0.667,0,0.0,0.0,0,0,0,0
8,4,0,3,52,1,1,0,0,0,0,104,1.333,0,0.0,0.0,0,0,0,0
9,3,0,4,120,1,1,0,0,0,0,81,0.667,0,0.0,0.0,0,0,0,0
8,1,0,3,138,1,1,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
15,4,0,2,159,1,3,0,0,0,0,111,0.667,0,0.0,0.0,0,0,0,0
9,4,0,3,260,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
8,3,0,2,218,1,2,0,1,0,0,80,0.667,0,0.0,0.0,0,0,0,0
11,3,0,4,115,1,1,0,0,0,1,83,0.0,0,0.0,0.0,1,0,0,0
9,1,0,3,154,1,2,0,0,0,0,33,0.0,0,0.0,0.0,0,0,0,0
8,3,0,3,305,1,1,0,0,0,0,80,1.333,0,0.0,0.0,1,0,0,0
7,4,0,3,154,1,1,0,0,0,0,103,0.0,0,0.0,0.0,0,0,0,0
6,0,0,2,124,1,2,0,1,0,0,6,2.0,0,0.0,0.0,0,0,0,0
9,0,0,1,88,1,1,0,0,0,0,9,0.667,0,0.0,0.0,1,0,0,0
8,0,0,2,161,1,1,0,0,0,0,8,0.667,0,0.0,0.0,0,0,0,0
8,4,0,2,165,1,1,0,1,0,0,104,1.333,0,0.0,0.0,0,1,0,0
9,0,0,4,182,1,1,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
11,0,0,1,167,1,1,0,1,0,0,11,0.667,0,0.0,0.0,0,0,0,0
16,3,0,21,0,0,1,1,0,1,7,88,5.333,1,35.684,356.845,0,0,1,1
11,2,0,3,174,1,1,0,1,0,0,59,0.667,0,0.0,0.0,0,0,0,0
16,5,1,4,276,1,3,0,0,0,0,136,0.667,0,0.0,0.0,0,0,0,0
8,3,0,4,98,1,1,0,0,0,0,80,1.333,0,0.0,0.0,0,0,0,0
9,0,0,2,84,1,2,0,0,1,0,9,0.0,0,0.0,0.0,0,0,0,0
7,4,0,4,132,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
9,3,0,4,220,1,1,0,0,1,0,81,1.333,0,0.0,0.0,1,1,0,0
6,3,0,1,142,1,1,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
9,2,0,5,123,1,2,0,1,0,0,57,0.667,0,0.0,0.0,0,0,0,0
9,3,0,3,135,1,1,0,1,0,0,81,0.0,0,0.0,0.0,0,0,0,0
8,1,0,3,201,1,2,0,0,0,0,32,0.0,0,0.0,0.0,0,0,0,0
12,2,0,3,145,1,1,0,0,0,0,60,0.667,0,0.0,0.0,1,0,0,0
7,2,0,4,106,1,2,0,0,1,1,55,0.667,0,0.0,0.0,0,0,0,0
10,3,0,5,192,1,1,0,0,0,0,82,0.667,0,0.0,0.0,0,0,0,0
9,2,0,2,155,1,3,0,0,0,0,57,0.667,0,0.0,0.0,0,0,0,0
13,2,0,1,229,1,1,0,0,0,0,61,1.333,0,0.0,0.0,0,0,0,0
11,0,0,3,133,1,1,0,0,0,0,11,0.0,0,0.0,0.0,1,0,0,0
11,1,0,5,102,1,1,0,0,0,0,35,1.333,0,0.0,0.0,0,0,0,0
8,4,0,4,188,1,1,0,0,0,0,104,0.0,0,0.0,0.0,0,0,0,0
11,1,0,2,87,1,2,0,0,1,0,35,1.333,0,0.0,0.0,0,0,0,0
8,0,0,3,125,1,1,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
8,2,0,2,102,1,2,0,0,0,0,56,0.0,0,0.0,0.0,0,0,0,0
8,0,0,1,129,1,1,0,0,0,0,8,0.667,0,0.0,0.0,0,0,0,0
18,3,0,2,81,1,3,1,0,0,0,90,0.667,0,0.0,0.0,0,0,0,0
6,4,0,3,100,1,1,0,0,0,1,102,0.667,0,0.0,0.0,0,0,0,0
9,2,0,4,154,1,1,0,0,0,0,57,0.667,0,0.0,0.0,0,0,0,0
10,0,0,1,10,1,2,0,0,0,0,10,1.333,0,0.0,0.0,0,0,0,0
6,3,0,1,230,1,1,0,0,0,0,78,0.667,0,0.0,0.0,0,0,0,0
11,3,0,2,157,1,1,0,0,0,0,83,0.667,0,0.0,0.0,0,0,0,0
7,4,0,2,228,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
7,0,0,2,170,1,1,0,1,0,0,7,0.667,0,0.0,0.0,0,0,0,0
0,0,0,11,15,0,1,1,0,1,5,0,11.333,0,0.46,0.031,1,0,0,1
9,0,0,3,11,1,2,0,0,0,1,9,0.0,0,0.0,0.0,0,0,0,0
8,0,0,2,115,1,2,0,0,0,0,8,0.667,0,0.0,0.0,0,0,0,0
6,2,0,4,75,1,2,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
8,0,0,3,120,1,1,0,0,0,0,8,1.333,0,0.0,0.0,0,0,0,0
14,3,0,2,181,1,1,0,0,1,0,86,2.0,0,0.0,0.0,0,0,0,0
10,4,0,2,120,1,1,0,0,0,0,106,0.0,0,0.0,0.0,0,0,0,0
7,0,0,2,67,1,2,0,0,0,0,7,1.333,0,0.0,0.0,0,0,0,0
9,4,0,3,165,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
10,1,0,3,189,1,1,0,1,0,0,34,0.667,0,0.0,0.0,1,0,0,0
7,0,0,3,51,1,1,0,1,0,0,7,0.0,0,0.0,0.0,0,0,0,0
9,0,0,2,64,1,2,0,1,0,1,9,0.0,0,0.0,0.0,0,0,0,0
9,3,0,2,175,1,2,0,0,1,0,81,0.667,0,0.0,0.0,0,0,0,0
7,2,0,3,243,1,1,0,0,0,0,55,1.333,0,0.0,0.0,0,0,0,0
6,4,0,2,204,1,1,0,0,0,0,102,0.667,0,0.0,0.0,1,0,0,0
10,2,0,3,156,1,1,0,0,0,1,58,0.667,0,0.0,0.0,0,0,0,0
11,4,0,3,150,1,1,0,1,0,0,107,0.0,0,0.0,0.0,1,0,0,0
13,0,0,1,95,1,1,0,0,0,0,13,1.333,0,0.0,0.0,0,0,0,0
10,2,0,3,106,1,1,0,0,0,0,58,0.667,0,0.0,0.0,0,0,0,0
10,1,0,2,181,1,3,1,0,0,0,34,0.0,0,0.0,0.0,0,0,0,0
11,4,0,3,161,1,1,0,1,0,0,107,2.0,0,0.0,0.0,0,0,0,0
7,4,0,2,71,1,1,0,0,0,0,103,2.0,0,0.0,0.0,0,0,0,0
7,0,0,3,165,1,2,0,0,0,0,7,1.333,0,0.0,0.0,0,0,0,0
7,2,0,3,194,1,1,0,0,0,0,55,0.0,0,0.0,0.0,1,0,0,0
12,2,0,6,39,0,1,1,0,1,3,60,3.0,0,0.2,0.005,1,1,0,1
10,2,0,5,263,1,1,0,0,1,0,58,0.667,0,0.0,0.0,1,0,0,0
10,1,0,2,158,1,1,0,0,0,0,34,0.0,0,0.0,0.0,1,0,0,0
15,4,0,2,156,1,3,1,1,0,1,111,1.333,0,0.0,0.0,0,0,0,0
7,0,0,5,106,1,1,0,1,0,0,7,0.667,0,0.0,0.0,0,0,0,0
7,4,0,1,132,1,2,0,0,0,0,103,1.333,0,0.0,0.0,0,0,0,0
4,5,1,20,11,0,1,1,0,1,3,124,4.0,0,0.289,0.026,1,1,0,1
14,6,1,1,184,1,3,0,0,0,0,158,0.0,0,0.0,0.0,0,0,0,0
6,2,0,1,126,1,1,0,0,0,0,54,0.667,0,0.0,0.0,0,0,0,0
12,2,0,1,194,1,2,0,1,0,1,60,2.0,0,0.0,0.0,0,0,0,0
10,1,0,2,161,1,1,0,0,0,1,34,0.0,0,0.0,0.0,0,0,0,0
7,0,0,3,252,1,2,0,0,0,0,7,1.333,0,0.0,0.0,0,0,0,0
6,2,0,2,246,1,1,0,0,0,0,54,0.667,0,0.0,0.0,0,0,0,0
15,4,0,1,195,1,1,0,1,0,0,111,3.333,0,0.0,0.0,0,0,0,0
9,0,0,2,203,1,1,0,0,0,0,9,1.333,0,0.0,0.0,0,0,0,0
10,1,0,4,94,1,1,0,0,0,0,34,0.667,0,0.0,0.0,0,0,0,0
8,3,0,2,72,1,1,0,0,0,1,80,1.333,0,0.0,0.0,1,0,0,0
7,0,0,2,72,1,2,0,0,0,0,7,0.667,0,0.0,0.0,0,0,0,0
12,4,0,1,121,1,1,0,0,0,0,108,0.667,0,0.0,0.0,0,0,0,0
15,2,0,4,22,1,3,1,0,0,0,63,1.333,0,0.0,0.0,0,0,0,0
6,3,0,4,106,1,2,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
14,6,1,2,249,1,3,0,0,0,0,158,0.667,0,0.0,0.0,0,0,0,0
6,1,0,2,150,1,1,0,1,0,0,30,0.667,0,0.0,0.0,0,0,0,0
9,3,0,2,96,1,1,0,1,0,0,81,0.667,0,0.0,0.0,0,0,0,0
12,2,0,1,177,1,1,0,0,0,0,60,0.667,0,0.0,0.0,1,0,0,0
10,1,0,4,69,1,2,1,1,0,0,34,1.333,0,0.0,0.0,0,0,0,0
15,4,0,4,55,1,3,0,0,0,0,111,0.667,0,0.0,0.0,0,0,0,0
7,4,0,2,178,1,1,0,1,0,0,103,0.0,0,0.0,0.0,0,0,0,0
7,0,0,3,201,1,2,0,0,0,0,7,0.667,0,0.0,0.0,0,0,0,0
6,5,1,1,112,1,3,1,0,0,0,126,2.667,0,0.0,0.0,0,0,0,0
11,3,0,2,161,1,2,0,0,0,0,83,2.0,0,0.0,0.0,0,0,0,0
9,3,0,3,162,1,1,0,1,0,0,81,0.667,0,0.0,0.0,0,0,0,0
16,4,0,3,220,1,3,0,0,0,0,112,0.667,0,0.0,0.0,0,0,0,0
10,3,0,1,237,1,2,0,0,0,0,82,0.667,0,0.0,0.0,0,0,0,0
8,1,0,1,19,1,2,0,0,0,0,32,0.667,0,0.0,0.0,0,0,0,0
8,0,0,3,90,1,1,0,0,0,0,8,0.667,0,0.0,0.0,0,0,0,0
6,1,0,3,181,1,1,0,1,0,0,30,1.333,0,0.0,0.0,0,0,0,0
8,2,0,4,229,1,1,0,0,0,0,56,2.0,0,0.0,0.0,0,0,0,0
8,4,0,1,147,1,1,0,0,1,0,104,0.667,0,0.0,0.0,0,0,0,0
6,4,0,3,181,1,2,0,1,0,0,102,2.0,0,0.0,0.0,0,0,0,0
8,1,0,3,129,1,1,0,1,0,0,32,0.667,0,0.0,0.0,0,0,0,0
16,2,0,5,182,1,3,1,1,0,0,64,0.667,0,0.0,0.0,0,0,0,0
6,3,0,3,96,1,1,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
2,6,1,16,10,0,1,1,0,1,3,146,4.0,0,0.732,0.073,1,0,0,1
11,2,0,2,104,1,2,0,0,0,0,59,1.333,0,0.0,0.0,0,0,0,0
7,3,0,1,164,1,1,0,0,0,0,79,1.333,0,0.0,0.0,0,0,0,0
12,4,0,4,152,1,1,0,1,0,0,108,1.333,0,0.0,0.0,1,0,0,0
10,4,0,2,211,1,1,0,0,0,0,106,0.667,0,0.0,0.0,0,0,0,0
9,2,0,2,123,1,3,0,0,0,0,57,0.667,0,0.0,0.0,0,0,0,0
4,3,0,14,10,0,1,1,0,1,4,76,4.0,0,1.988,0.199,0,0,0,1
9,4,0,4,144,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,1,0,0
8,4,0,28,0,0,1,1,0,1,5,104,3.0,1,57.108,571.08,1,1,1,1
10,0,0,3,191,1,1,0,0,0,0,10,0.0,0,0.0,0.0,0,1,0,0
7,0,0,3,179,1,1,0,1,0,1,7,0.667,0,0.0,0.0,0,0,0,0
8,2,0,2,112,1,2,0,1,0,0,56,0.0,0,0.0,0.0,0,0,0,0
6,2,0,1,208,1,1,0,0,0,0,54,0.667,0,0.0,0.0,0,0,0,0
9,4,0,1,193,1,1,0,1,0,0,105,0.667,0,0.0,0.0,0,0,0,0
17,1,0,5,57,1,3,1,0,0,0,41,0.0,0,0.0,0.0,0,0,0,0
1,4,0,8,14,0,1,1,0,1,2,97,6.0,0,0.469,0.033,0,1,0,1
9,2,0,4,95,1,2,0,0,0,0,57,0.0,0,0.0,0.0,0,0,0,0
6,4,0,2,82,1,1,0,0,0,0,102,0.667,0,0.0,0.0,0,0,0,0
11,2,0,1,10,1,1,0,0,0,0,59,0.0,0,0.0,0.0,0,0,0,0
8,0,0,2,149,1,2,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
6,4,0,2,211,1,1,0,1,0,0,102,1.333,0,0.0,0.0,0,0,0,0
9,4,0,3,119,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
6,3,0,2,201,1,1,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
10,0,0,3,104,1,1,0,1,0,0,10,0.667,0,0.0,0.0,1,0,0,0
7,3,0,1,35,1,1,0,0,0,0,79,0.667,0,0.0,0.0,0,0,0,0
8,2,0,2,10,1,1,0,0,0,0,56,0.667,0,0.0,0.0,0,0,0,0
13,1,0,1,139,1,1,0,1,1,0,37,2.0,0,0.0,0.0,0,1,0,0
10,0,0,3,207,1,1,0,0,0,0,10,0.667,0,0.0,0.0,1,0,0,0
10,2,0,1,214,1,1,0,1,0,0,58,0.667,0,0.0,0.0,0,0,0,0
8,2,0,3,216,1,2,0,1,0,0,56,0.667,0,0.0,0.0,0,0,0,0
9,3,0,3,242,1,1,0,1,0,0,81,0.667,0,0.0,0.0,0,0,0,0
9,0,0,4,208,1,1,0,1,0,0,9,1.333,0,0.0,0.0,0,0,0,0
8,1,0,2,165,1,1,0,0,0,1,32,0.0,0,0.0,0.0,0,0,0,0
8,1,0,3,219,1,1,0,0,0,0,32,0.667,0,0.0,0.0,1,0,0,0
9,4,0,4,208,1,2,0,1,0,0,105,0.0,0,0.0,0.0,0,0,0,0
10,4,0,1,214,1,2,1,0,0,0,106,0.667,0,0.0,0.0,0,0,0,0
6,2,0,2,222,1,1,0,1,0,0,54,0.667,0,0.0,0.0,1,0,0,0
10,0,0,2,136,1,1,0,0,0,0,10,0.0,0,0.0,0.0,0,1,0,0
8,1,0,1,66,1,1,0,1,0,0,32,1.333,0,0.0,0.0,0,0,0,0
15,2,0,1,168,1,3,0,0,0,0,63,0.0,0,0.0,0.0,0,0,0,0
9,4,0,3,218,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
7,4,0,3,205,1,1,0,0,0,0,103,0.0,0,0.0,0.0,0,0,0,0
12,3,0,3,174,1,1,0,0,0,0,84,1.333,0,0.0,0.0,1,0,0,0
11,1,0,2,37,1,2,0,1,0,0,35,1.333,0,0.0,0.0,0,0,0,0
11,2,0,1,240,1,1,0,0,0,0,59,0.667,0,0.0,0.0,0,0,0,0
7,1,0,3,145,1,1,0,1,1,1,31,0.667,0,0.0,0.0,0,0,0,0
8,0,0,2,147,1,2,0,1,0,0,8,0.0,0,0.0,0.0,0,0,0,0
7,3,0,2,102,1,2,1,1,0,0,79,1.333,0,0.0,0.0,0,0,0,0
11,0,0,1,185,1,3,1,1,0,0,11,2.0,0,0.0,0.0,0,0,0,0
8,1,0,1,179,1,1,0,0,0,0,32,0.667,0,0.0,0.0,0,0,0,0
7,2,0,3,196,1,2,0,1,0,0,55,1.333,0,0.0,0.0,0,0,0,0
8,1,0,1,143,1,1,0,0,0,0,32,0.667,0,0.0,0.0,1,0,0,0
6,0,0,3,189,1,1,0,0,0,0,6,0.667,0,0.6,0.003,0,0,0,0
9,0,0,1,43,1,1,0,0,0,0,9,0.667,0,0.0,0.0,0,0,0,0
9,1,0,3,108,1,1,0,1,0,0,33,0.667,0,0.0,0.0,0,1,0,0
17,6,1,3,71,1,3,1,0,0,0,161,0.0,0,0.0,0.0,0,0,0,0
6,0,0,4,253,1,1,0,0,0,0,6,0.667,0,0.0,0.0,0,0,0,0
6,1,0,3,110,1,1,0,0,0,0,30,0.667,0,0.0,0.0,0,0,0,0
9,1,0,1,173,1,1,0,0,0,0,33,0.0,0,0.0,0.0,1,0,0,0
8,1,0,4,53,1,1,0,0,0,0,32,0.667,0,0.0,0.0,0,0,0,0
7,2,0,2,253,1,1,0,0,0,0,55,0.0,0,0.0,0.0,0,0,0,0
10,1,0,3,222,1,1,0,1,0,0,34,1.333,0,0.0,0.0,0,0,0,0
8,0,0,3,227,1,2,1,1,0,0,8,0.667,0,0.0,0.0,0,0,0,0
11,2,0,2,201,1,1,0,1,0,0,59,0.0,0,0.0,0.0,0,0,0,0
10,2,0,1,111,1,1,0,0,0,0,58,0.667,0,0.0,0.0,0,0,0,0
6,2,0,2,10,1,2,0,0,0,0,54,1.333,0,0.0,0.0,0,0,0,0
7,0,0,2,130,1,2,0,0,0,1,7,0.667,0,0.0,0.0,0,0,0,0
8,0,0,2,146,1,1,0,1,0,0,8,1.333,0,0.0,0.0,0,0,0,0
7,2,0,4,221,1,1,0,1,0,0,55,0.667,0,0.0,0.0,0,0,0,0
6,0,0,3,221,1,1,0,1,0,0,6,1.333,0,0.0,0.0,0,0,0,0
8,3,0,2,224,1,1,0,0,0,0,80,0.667,0,0.0,0.0,0,0,0,0
8,2,0,1,105,1,1,0,0,0,0,56,1.333,0,0.0,0.0,1,0,0,0
10,4,0,4,79,1,1,0,0,0,0,106,0.667,0,0.0,0.0,0,0,0,0
7,4,0,2,108,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
8,0,0,1,122,1,1,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
3,6,1,13,12,0,1,1,0,1,7,147,4.0,0,0.174,0.014,1,0,0,1
6,1,0,2,71,1,1,0,0,0,0,30,1.333,0,0.0,0.0,0,0,0,0
6,3,0,4,134,1,2,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
6,0,0,3,107,1,1,0,0,0,0,6,0.667,0,0.0,0.0,0,0,0,0
10,0,0,1,156,1,1,0,1,0,0,10,0.667,0,0.0,0.0,1,0,0,0
7,4,0,3,124,1,1,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
8,3,0,3,49,1,1,0,0,0,0,80,1.333,0,0.0,0.0,0,0,0,0
14,2,0,2,67,1,1,0,0,0,0,62,2.0,0,0.0,0.0,0,0,0,0
10,1,0,3,155,1,1,0,0,0,0,34,0.0,0,0.0,0.0,0,0,0,0
7,0,0,4,135,1,1,0,1,0,0,7,2.0,0,0.0,0.0,0,0,0,0
13,4,0,3,83,1,3,0,0,0,0,109,2.0,0,0.0,0.0,0,0,0,0
6,3,0,1,200,1,2,0,0,0,0,78,1.333,0,0.0,0.0,0,0,0,0
8,4,0,3,64,1,1,0,0,0,1,104,0.667,0,0.0,0.0,0,1,0,0
7,4,0,3,10,1,1,0,0,0,0,103,1.333,0,0.0,0.0,0,0,0,0
11,3,0,2,69,1,1,0,0,0,0,83,0.667,0,0.0,0.0,0,0,0,0
0,6,1,10,5,0,1,1,0,1,6,144,6.667,0,0.124,0.025,1,1,0,1
8,0,0,2,77,1,1,0,0,0,0,8,1.333,0,0.0,0.0,0,0,0,0
11,3,0,4,58,1,1,0,0,0,0,83,0.0,0,0.0,0.0,0,0,0,0
8,2,0,2,148,1,2,0,0,0,0,56,0.667,0,0.0,0.0,0,0,0,0
7,0,0,3,119,1,2,0,1,0,0,7,1.333,0,0.0,0.0,0,0,0,0
8,0,0,3,153,1,2,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
11,2,0,3,168,1,1,0,0,0,0,59,0.0,0,0.0,0.0,1,0,0,0
9,4,0,2,225,1,2,0,0,0,0,105,0.0,0,0.0,0.0,0,0,0,0
11,2,0,2,144,1,1,0,1,0,1,59,0.0,0,0.0,0.0,0,0,0,0
6,3,0,3,25,1,1,0,0,1,0,78,2.0,0,0.0,0.0,0,0,0,0
8,1,0,4,138,1,1,0,1,0,1,32,0.0,0,0.0,0.0,0,0,0,0
10,0,0,1,123,1,1,0,0,0,0,10,2.0,0,0.0,0.0,0,0,0,0
8,0,0,2,154,1,1,0,1,0,0,8,0.667,0,0.0,0.0,0,0,0,0
10,2,0,3,140,1,1,0,0,0,0,58,0.0,0,0.0,0.0,0,0,0,0
8,4,0,2,235,1,1,0,1,1,0,104,0.0,0,0.0,0.0,0,0,0,0
12,3,0,1,168,1,1,0,1,0,0,84,0.667,0,0.0,0.0,0,0,0,0
9,3,0,2,121,1,2,0,0,0,0,81,0.0,0,0.0,0.0,0,0,0,0
10,0,0,2,51,1,1,0,1,0,0,10,0.0,0,0.0,0.0,0,0,0,0
16,4,0,6,110,0,1,1,1,1,4,112,4.0,0,0.151,0.001,1,1,0,1
7,3,0,2,106,1,1,0,1,0,0,79,1.333,0,0.0,0.0,1,0,0,0
7,0,0,1,37,1,2,0,0,0,0,7,0.667,0,0.0,0.0,0,0,0,0
8,0,0,3,117,1,1,0,0,0,0,8,1.333,0,0.0,0.0,0,0,0,0
17,0,0,4,213,1,3,0,0,0,0,17,0.0,0,0.0,0.0,0,0,0,0
8,3,0,3,85,1,2,0,1,0,1,80,0.667,0,0.0,0.0,0,0,0,0
2,2,0,16,10,0,1,1,0,1,2,50,3.333,0,1.578,0.158,0,1,0,1
11,3,0,3,222,1,1,0,0,0,0,83,1.333,0,0.0,0.0,0,0,0,0
10,0,0,3,142,1,1,0,0,0,0,10,0.667,0,0.0,0.0,0,0,0,0
8,0,0,4,92,1,2,0,0,0,1,8,0.667,0,0.0,0.0,0,0,0,0
11,2,0,3,221,1,1,0,1,0,0,59,0.0,0,0.0,0.0,0,0,0,0
10,4,0,1,112,1,1,0,1,0,0,106,0.667,0,0.0,0.0,0,0,0,0
8,4,0,3,171,1,2,0,0,0,0,104,0.667,0,0.0,0.0,0,0,0,0
10,5,1,3,226,1,3,0,1,0,0,130,2.0,0,0.0,0.0,0,0,0,0
9,0,0,1,117,1,2,0,1,0,0,9,0.0,0,0.0,0.0,0,0,0,0
8,4,0,5,115,1,2,1,1,0,0,104,0.667,0,0.0,0.0,0,0,0,0
11,2,0,4,85,1,1,0,0,0,1,59,0.667,0,0.0,0.0,0,0,0,0
11,4,0,2,93,1,1,0,0,0,0,107,0.0,0,0.0,0.0,0,0,0,0
8,0,0,3,45,1,2,0,0,0,0,8,0.0,0,0.0,0.0,0,0,0,0
8,2,0,1,154,1,1,0,1,0,0,56,0.667,0,0.0,0.0,0,1,0,0
10,2,0,1,264,0,1,0,0,0,0,58,0.667,0,0.4,0.002,1,0,0,0
8,0,0,3,92,1,2,0,1,1,0,8,0.667,0,0.0,0.0,0,0,0,0
19,6,1,3,214,1,3,0,1,0,1,163,1.333,0,0.0,0.0,0,0,0,0
8,0,0,4,79,1,1,0,1,0,0,8,0.667,0,0.0,0.0,1,0,0,0
7,4,0,3,192,1,2,0,0,0,0,103,0.667,0,0.0,0.0,0,0,0,0
8,1,0,3,195,1,2,0,1,0,0,32,0.667,0,0.0,0.0,0,0,0,0
14,3,0,3,178,1,1,0,0,0,0,86,2.667,0,0.0,0.0,0,0,0,0
6,1,0,4,140,1,1,0,0,0,0,30,0.667,0,0.0,0.0,0,0,0,0
11,3,0,2,238,1,1,0,0,0,0,83,0.667,0,0.0,0.0,1,0,0,0
10,4,0,3,271,1,1,0,0,0,0,106,0.0,0,0.0,0.0,0,0,0,0
14,4,0,3,183,1,3,0,0,0,0,110,0.667,0,0.0,0.0,0,0,0,0
6,0,0,1,181,1,1,0,0,0,0,6,1.333,0,0.0,0.0,0,0,0,0
8,1,0,2,193,1,2,0,0,0,0,32,0.667,0,0.0,0.0,0,0,0,0
9,4,0,1,203,1,1,0,0,0,0,105,0.667,0,0.0,0.0,0,0,0,0
11,1,0,4,102,1,1,0,0,0,0,35,0.667,0,0.0,0.0,0,0,0,0
8,4,0,3,169,1,2,0,0,0,0,104,0.667,0,0.0,0.0,0,0,0,0
11,3,0,2,171,1,1,0,1,0,0,83,0.667,0,0.0,0.0,0,0,0,0
8,3,0,1,239,1,1,0,0,0,0,80,0.0,0,0.0,0.0,0,0,0,0
6,3,0,4,63,1,1,0,0,0,0,78,0.667,0,0.0,0.0,1,0,0,0
9,0,0,3,146,1,1,0,1,0,0,9,0.0,0,0.0,0.0,1,0,0,0
9,1,0,3,133,1,2,0,0,0,0,33,0.0,0,0.0,0.0,0,0,0,0
6,2,0,1,250,1,1,0,1,0,0,54,0.667,0,0.0,0.0,0,0,0,0
6,3,0,2,171,1,1,0,0,1,0,78,0.667,0,0.0,0.0,1,0,0,0
